date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
1997-01-01,38816.3,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
1998-01-01,40879.3,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
1999-01-01,44821.5,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2000-01-01,49793.0,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2001-01-01,48695.4,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2002-01-01,49840.5,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2003-01-01,51542.6,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2004-01-01,55137.1,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2005-01-01,59331.9,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2006-01-01,60738.6,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2007-01-01,61812.1,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2008-01-01,63878.2,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2009-01-01,61276.1,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2010-01-01,62626.4,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2011-01-01,62704.0,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2012-01-01,62007.3,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2013-01-01,64769.8,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2014-01-01,66784.9,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2015-01-01,67790.5,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2016-01-01,70442.5,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2017-01-01,72935.1,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2018-01-01,77652.1,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2019-01-01,81144.3,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2020-01-01,82717.4,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2021-01-01,88969.6,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2022-01-01,92903.7,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
2023-01-01,95897.9,2024-12-20,2024-12-20,Idaho,IDRGSP,Real Gross Domestic Product: All Industry Total in Idaho,A,Mil. of Chn. 2017 $,NSA
1997-01-01,619325.8,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
1998-01-01,639642.7,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
1999-01-01,663857.8,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2000-01-01,687111.4,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2001-01-01,688404.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2002-01-01,692398.1,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2003-01-01,703548.8,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2004-01-01,726139.0,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2005-01-01,741248.6,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2006-01-01,759825.7,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2007-01-01,769571.6,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2008-01-01,759095.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2009-01-01,740794.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2010-01-01,755391.4,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2011-01-01,772225.6,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2012-01-01,790723.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2013-01-01,795435.2,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2014-01-01,811490.1,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2015-01-01,825424.9,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2016-01-01,826404.7,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2017-01-01,832826.8,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2018-01-01,851517.2,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2019-01-01,858018.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2020-01-01,810200.9,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2021-01-01,855888.1,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2022-01-01,876536.0,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
2023-01-01,885651.3,2024-12-20,2024-12-20,Illinois,ILRGSP,Real Gross Domestic Product: All Industry Total in Illinois,A,Mil. of Chn. 2017 $,NSA
1997-01-01,244848.3,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
1998-01-01,260549.9,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
1999-01-01,268864.3,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2000-01-01,278990.4,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2001-01-01,273884.4,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2002-01-01,280723.0,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2003-01-01,293045.2,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2004-01-01,303819.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2005-01-01,306344.6,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2006-01-01,312525.5,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2007-01-01,322661.7,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2008-01-01,322384.3,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2009-01-01,299789.0,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2010-01-01,320731.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2011-01-01,321532.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2012-01-01,323876.2,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2013-01-01,333207.4,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2014-01-01,343827.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2015-01-01,341205.2,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2016-01-01,348439.2,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2017-01-01,357535.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2018-01-01,368762.9,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2019-01-01,370507.2,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2020-01-01,359787.3,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2021-01-01,387122.0,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2022-01-01,399280.8,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
2023-01-01,404290.3,2024-12-20,2024-12-20,Indiana,INRGSP,Real Gross Domestic Product: All Industry Total in Indiana,A,Mil. of Chn. 2017 $,NSA
1997-01-01,108792.9,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
1998-01-01,112625.7,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
1999-01-01,115486.4,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2000-01-01,118840.9,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2001-01-01,119474.1,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2002-01-01,121050.5,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2003-01-01,123486.7,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2004-01-01,124793.2,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2005-01-01,129588.2,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2006-01-01,136135.8,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2007-01-01,143586.6,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2008-01-01,147265.0,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2009-01-01,141902.5,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2010-01-01,143870.1,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2011-01-01,147836.8,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2012-01-01,150077.1,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2013-01-01,150702.9,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2014-01-01,154110.1,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2015-01-01,158602.6,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2016-01-01,164643.7,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2017-01-01,166273.6,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2018-01-01,169796.9,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2019-01-01,169562.3,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2020-01-01,168056.8,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2021-01-01,172782.4,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2022-01-01,177470.1,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
2023-01-01,183795.6,2024-12-20,2024-12-20,Kansas,KSRGSP,Real Gross Domestic Product: All Industry Total in Kansas,A,Mil. of Chn. 2017 $,NSA
1997-01-01,155770.4,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
1998-01-01,160810.1,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
1999-01-01,165761.9,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2000-01-01,161101.0,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2001-01-01,161316.4,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2002-01-01,165435.3,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2003-01-01,170481.9,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2004-01-01,175344.6,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2005-01-01,182017.9,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2006-01-01,186332.6,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2007-01-01,185790.0,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2008-01-01,186515.9,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2009-01-01,178112.8,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2010-01-01,186720.6,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2011-01-01,188389.8,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2012-01-01,192060.1,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2013-01-01,196698.0,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2014-01-01,196795.8,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2015-01-01,199487.1,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2016-01-01,201007.2,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2017-01-01,203564.0,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2018-01-01,205940.1,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2019-01-01,211783.1,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2020-01-01,206049.6,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2021-01-01,215133.2,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2022-01-01,219755.6,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
2023-01-01,224418.0,2024-12-20,2024-12-20,Kentucky,KYRGSP,Real Gross Domestic Product: All Industry Total in Kentucky,A,Mil. of Chn. 2017 $,NSA
1997-01-01,202386.5,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
1998-01-01,209356.6,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
1999-01-01,213475.3,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2000-01-01,206556.1,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2001-01-01,210534.7,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2002-01-01,214856.1,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2003-01-01,223576.0,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2004-01-01,234620.8,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2005-01-01,249560.9,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2006-01-01,247139.7,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2007-01-01,234216.4,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2008-01-01,237061.6,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2009-01-01,241868.8,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2010-01-01,253466.9,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2011-01-01,241235.9,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2012-01-01,242416.8,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2013-01-01,236482.3,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2014-01-01,243042.9,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2015-01-01,239584.1,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2016-01-01,235554.2,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2017-01-01,239830.7,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2018-01-01,245220.3,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2019-01-01,246674.4,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2020-01-01,228951.3,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2021-01-01,237839.2,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2022-01-01,236854.1,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
2023-01-01,248615.5,2024-12-20,2024-12-20,Louisiana,LARGSP,Real Gross Domestic Product: All Industry Total in Louisiana,A,Mil. of Chn. 2017 $,NSA
1997-01-01,322389.9,2024-12-20,2024-12-20,Massachusetts,MARGSP,Real Gross Domestic Product: All Industry Total in Massachusetts,A,Mil. of Chn. 2017 $,NSA
1998-01-01,335504.4,2024-12-20,2024-12-20,Massachusetts,MARGSP,Real Gross Domestic Product: All Industry Total in Massachusetts,A,Mil. of Chn. 2017 $,NSA
1999-01-01,353837.9,2024-12-20,2024-12-20,Massachusetts,MARGSP,Real Gross Domestic Product: All Industry Total in Massachusetts,A,Mil. of Chn. 2017 $,NSA
2000-01-01,382599.6,2024-12-20,2024-12-20,Massachusetts,MARGSP,Real Gross Domestic Product: All Industry Total in Massachusetts,A,Mil. of Chn. 2017 $,NSA
2001-01-01,388180.8,2024-12-20,2024-12-20,Massachusetts,MARGSP,Real Gross Domestic Product: All Industry Total in Massachusetts,A,Mil. of Chn. 2017 $,NSA
