date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
2013-01-01,15.6,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2014-01-01,14.8,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2015-01-01,14.7,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2016-01-01,13.8,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2017-01-01,12.6,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2018-01-01,11.7,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2019-01-01,11.0,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2020-01-01,10.1,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2021-01-01,10.8,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2022-01-01,10.5,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
2023-01-01,10.1,2024-12-20,2024-12-20,Idaho,PPAAID16000A156NCEN,Estimated Percent of People of All Ages in Poverty for Idaho,A,%,NSA
1989-01-01,11.9,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1990-01-01,,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1991-01-01,,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1992-01-01,,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1993-01-01,13.4,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1994-01-01,,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1995-01-01,11.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1996-01-01,12.0,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1997-01-01,11.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1998-01-01,10.6,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1999-01-01,10.1,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2000-01-01,10.0,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2001-01-01,10.1,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2002-01-01,11.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2003-01-01,11.4,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2004-01-01,11.9,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2005-01-01,12.0,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2006-01-01,12.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2007-01-01,11.9,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2008-01-01,12.2,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2009-01-01,13.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2010-01-01,13.8,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2011-01-01,14.9,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2012-01-01,14.7,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2013-01-01,14.6,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2014-01-01,14.3,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2015-01-01,13.6,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2016-01-01,13.0,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2017-01-01,12.5,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2018-01-01,12.1,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2019-01-01,11.4,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2020-01-01,11.0,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2021-01-01,12.1,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2022-01-01,11.9,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
2023-01-01,11.6,2024-12-20,2024-12-20,Illinois,PPAAIL17000A156NCEN,Estimated Percent of People of All Ages in Poverty for Illinois,A,%,NSA
1989-01-01,10.3,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1990-01-01,,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1991-01-01,,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1992-01-01,,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1993-01-01,11.9,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1994-01-01,,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1995-01-01,9.8,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1996-01-01,9.3,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1997-01-01,9.9,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1998-01-01,10.0,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1999-01-01,8.7,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2000-01-01,8.8,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2001-01-01,9.0,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2002-01-01,9.6,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2003-01-01,10.0,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2004-01-01,11.1,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2005-01-01,12.2,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2006-01-01,12.5,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2007-01-01,12.3,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2008-01-01,12.9,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2009-01-01,14.4,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2010-01-01,15.3,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2011-01-01,15.8,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2012-01-01,15.5,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2013-01-01,15.8,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2014-01-01,15.2,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2015-01-01,14.4,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2016-01-01,14.0,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2017-01-01,13.3,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2018-01-01,13.0,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2019-01-01,11.9,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2020-01-01,11.6,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2021-01-01,12.1,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2022-01-01,12.5,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
2023-01-01,12.2,2024-12-20,2024-12-20,Indiana,PPAAIN18000A156NCEN,Estimated Percent of People of All Ages in Poverty for Indiana,A,%,NSA
1989-01-01,10.8,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1990-01-01,,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1991-01-01,,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1992-01-01,,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1993-01-01,12.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1994-01-01,,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1995-01-01,11.0,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1996-01-01,10.8,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1997-01-01,10.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1998-01-01,10.5,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1999-01-01,10.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2000-01-01,8.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2001-01-01,9.5,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2002-01-01,10.0,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2003-01-01,10.4,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2004-01-01,11.1,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2005-01-01,11.7,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2006-01-01,12.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2007-01-01,11.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2008-01-01,11.3,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2009-01-01,13.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2010-01-01,13.5,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2011-01-01,13.8,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2012-01-01,14.0,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2013-01-01,13.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2014-01-01,13.5,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2015-01-01,12.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2016-01-01,12.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2017-01-01,11.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2018-01-01,11.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2019-01-01,11.3,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2020-01-01,10.6,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2021-01-01,11.6,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2022-01-01,11.9,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
2023-01-01,11.2,2024-12-20,2024-12-20,Kansas,PPAAKS20000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kansas,A,%,NSA
1989-01-01,17.2,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1990-01-01,,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1991-01-01,,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1992-01-01,,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1993-01-01,19.7,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1994-01-01,,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1995-01-01,17.9,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1996-01-01,17.5,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1997-01-01,16.0,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1998-01-01,15.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1999-01-01,14.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2000-01-01,13.9,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2001-01-01,14.7,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2002-01-01,14.8,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2003-01-01,15.0,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2004-01-01,16.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2005-01-01,16.9,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2006-01-01,17.0,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2007-01-01,17.2,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2008-01-01,17.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2009-01-01,18.4,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2010-01-01,18.9,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2011-01-01,19.1,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2012-01-01,19.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2013-01-01,18.8,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2014-01-01,19.0,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2015-01-01,18.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2016-01-01,18.2,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2017-01-01,17.1,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2018-01-01,16.7,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2019-01-01,16.0,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2020-01-01,14.9,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2021-01-01,16.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2022-01-01,16.3,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
2023-01-01,16.1,2024-12-20,2024-12-20,Kentucky,PPAAKY21000A156NCEN,Estimated Percent of People of All Ages in Poverty for Kentucky,A,%,NSA
1989-01-01,22.4,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1990-01-01,,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1991-01-01,,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1992-01-01,,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1993-01-01,23.9,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1994-01-01,,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1995-01-01,21.2,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1996-01-01,20.7,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1997-01-01,18.4,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1998-01-01,18.2,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
1999-01-01,18.3,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2000-01-01,17.3,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2001-01-01,18.3,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2002-01-01,18.1,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2003-01-01,18.1,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2004-01-01,19.2,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2005-01-01,20.2,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2006-01-01,19.4,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2007-01-01,18.8,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2008-01-01,17.6,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2009-01-01,17.6,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2010-01-01,18.8,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2011-01-01,20.5,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2012-01-01,20.1,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2013-01-01,20.0,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2014-01-01,19.9,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
2015-01-01,19.5,2024-12-20,2024-12-20,Louisiana,PPAALA22000A156NCEN,Estimated Percent of People of All Ages in Poverty for Louisiana,A,%,NSA
